timestamp,month,day_of_week,hour,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,aqi,pm25,pm10,no2,so2,o3,co
2024-01-01T19:00:00,1,0,19,10.9,38.3,1.1,62.4,1023.0,0.0,338,166.6,293.6,36.5,26.1,16.8,519.8
2024-01-01T20:00:00,1,0,20,8.7,73.4,1.2,272.8,1014.2,0.25,333,148.1,202.7,43.0,16.1,41.1,324.1
2024-01-01T21:00:00,1,0,21,16.1,40.7,1.9,134.9,1018.4,0.0,332,159.9,226.2,28.9,19.4,33.5,274.4
2024-01-01T22:00:00,1,0,22,12.3,61.6,7.0,165.0,1014.3,0.0,215,116.6,225.4,21.4,5.2,48.7,193.7
2024-01-01T23:00:00,1,0,23,12.7,48.8,2.5,304.2,1016.5,0.0,278,103.9,185.7,39.7,20.2,46.3,426.7
2024-01-02T00:00:00,1,1,0,4.9,49.4,4.9,356.6,1019.8,0.0,293,122.5,239.1,48.6,13.4,30.6,454.4
2024-01-02T01:00:00,1,1,1,10.3,55.2,4.7,140.1,1017.1,4.72,200,108.0,212.3,27.5,11.6,37.9,249.7
2024-01-02T02:00:00,1,1,2,10.0,43.0,4.9,284.3,1020.0,0.0,253,116.4,187.2,42.7,10.4,39.7,232.0
2024-01-02T03:00:00,1,1,3,8.5,68.6,1.9,295.9,1018.6,0.0,316,170.5,339.3,49.1,13.5,29.9,279.2
2024-01-02T04:00:00,1,1,4,1.9,70.7,2.2,168.7,1018.0,0.0,327,152.6,301.2,38.4,12.1,41.5,545.6
2024-01-02T05:00:00,1,1,5,7.2,64.8,4.2,188.3,1018.2,0.0,266,126.5,216.2,45.3,6.0,57.3,287.5
2024-01-02T06:00:00,1,1,6,11.7,64.8,0.5,67.7,1020.4,0.0,311,113.7,225.3,55.6,19.2,17.0,415.5
2024-01-02T07:00:00,1,1,7,13.4,64.7,4.9,150.6,1022.4,0.0,286,146.5,291.6,27.2,15.9,34.3,337.7
2024-01-02T08:00:00,1,1,8,12.7,57.8,0.5,98.4,1015.3,0.0,359,197.4,394.4,48.7,23.7,34.3,626.4
2024-01-02T09:00:00,1,1,9,11.2,39.0,0.5,241.8,1019.6,0.0,339,164.2,273.2,53.3,17.4,29.8,560.1
2024-01-02T10:00:00,1,1,10,14.6,56.7,0.5,10.4,1017.2,0.0,367,144.1,201.1,29.9,15.1,39.4,510.1
2024-01-02T11:00:00,1,1,11,14.2,53.6,3.5,282.1,1011.5,0.0,256,138.2,193.9,44.2,12.7,42.8,270.9
2024-01-02T12:00:00,1,1,12,20.0,59.0,5.8,86.5,1013.7,0.0,199,83.4,160.8,25.4,12.0,49.0,193.5
2024-01-02T13:00:00,1,1,13,18.0,49.4,0.5,131.1,1017.4,0.0,270,137.7,239.5,23.8,19.6,38.8,464.6
2024-01-02T14:00:00,1,1,14,22.1,48.8,1.2,75.4,1019.7,0.0,295,125.0,203.0,45.7,6.5,33.3,310.5
2024-01-02T15:00:00,1,1,15,20.1,64.7,0.6,161.1,1018.2,0.0,274,116.6,153.2,30.7,9.0,29.0,308.9
2024-01-02T16:00:00,1,1,16,20.5,64.1,5.6,179.4,1020.0,0.0,243,121.3,194.3,22.5,9.0,50.7,282.6
2024-01-02T17:00:00,1,1,17,7.2,64.4,3.1,85.4,1018.4,0.0,300,114.6,164.0,32.6,9.1,29.7,509.0
2024-01-02T18:00:00,1,1,18,5.7,61.8,4.0,311.6,1017.7,0.0,270,130.6,254.8,36.6,14.7,33.1,291.6
2024-01-02T19:00:00,1,1,19,10.6,45.0,3.7,87.3,1009.8,0.0,278,129.6,182.5,35.6,14.4,45.7,236.8
2024-01-02T20:00:00,1,1,20,10.5,62.6,5.8,214.4,1020.3,0.0,240,128.6,242.0,42.4,6.6,30.5,367.4
2024-01-02T21:00:00,1,1,21,13.2,70.8,2.7,286.3,1018.3,0.0,316,162.1,286.2,41.8,13.1,31.5,530.0
2024-01-02T22:00:00,1,1,22,11.4,68.0,1.3,108.5,1011.3,0.0,246,130.4,204.5,33.1,18.3,40.5,350.4
2024-01-02T23:00:00,1,1,23,12.4,60.7,0.8,285.8,1016.8,0.0,324,164.5,231.3,36.0,11.3,34.9,500.2
2024-01-03T00:00:00,1,2,0,10.8,59.0,2.1,295.7,1020.5,0.0,311,118.2,172.6,47.3,19.7,30.7,448.2
2024-01-03T01:00:00,1,2,1,2.9,57.8,0.5,327.0,1016.5,0.0,311,167.8,236.1,43.1,15.7,11.9,439.0
2024-01-03T02:00:00,1,2,2,11.5,60.9,3.5,54.9,1019.3,0.0,255,126.8,247.8,44.0,12.0,58.5,232.9
2024-01-03T03:00:00,1,2,3,13.3,60.2,1.5,120.7,1017.6,0.0,331,176.7,272.6,38.0,21.3,10.3,414.5
2024-01-03T04:00:00,1,2,4,4.2,53.5,3.0,150.8,1014.0,0.0,301,143.4,187.8,44.1,9.2,17.5,530.1
2024-01-03T05:00:00,1,2,5,5.0,53.4,3.0,214.3,1018.5,0.0,272,144.1,208.0,26.9,6.0,45.0,346.0
2024-01-03T06:00:00,1,2,6,15.5,28.4,0.5,201.5,1014.3,0.0,287,154.8,241.6,30.7,16.8,34.5,346.9
2024-01-03T07:00:00,1,2,7,13.2,47.3,2.8,79.9,1018.1,0.0,305,117.6,206.7,31.7,7.9,34.3,318.2
2024-01-03T08:00:00,1,2,8,12.6,57.5,7.1,73.8,1015.0,0.0,258,136.4,255.3,29.5,9.2,57.0,304.4
2024-01-03T09:00:00,1,2,9,13.9,40.9,6.1,157.0,1011.5,0.0,294,149.9,239.5,24.2,10.6,36.2,394.4
2024-01-03T10:00:00,1,2,10,10.4,50.8,0.5,98.0,1018.3,4.91,276,111.7,188.6,40.1,19.3,28.1,277.8
2024-01-03T11:00:00,1,2,11,12.6,64.8,7.2,63.1,1021.0,0.0,174,79.0,105.2,16.8,11.2,33.3,153.6
2024-01-03T12:00:00,1,2,12,18.5,40.9,0.7,258.9,1013.9,0.0,267,128.9,252.1,40.9,8.8,65.0,221.9
2024-01-03T13:00:00,1,2,13,18.6,56.2,9.4,120.3,1017.7,0.0,207,100.9,162.0,21.7,14.3,61.1,331.1
2024-01-03T14:00:00,1,2,14,21.6,39.3,1.2,330.2,1017.3,0.0,277,107.2,180.0,46.3,17.7,44.0,445.0
2024-01-03T15:00:00,1,2,15,22.1,59.6,2.8,79.6,1013.0,0.0,264,101.9,173.0,45.3,5.8,41.0,395.3
2024-01-03T16:00:00,1,2,16,19.9,61.8,3.1,114.9,1018.1,0.0,245,97.0,134.3,21.5,15.1,35.8,279.3
2024-01-03T17:00:00,1,2,17,11.5,50.6,6.6,114.8,1018.6,0.0,277,109.9,144.7,46.3,5.9,46.7,463.9
2024-01-03T18:00:00,1,2,18,10.7,69.1,8.7,314.5,1016.9,0.0,264,114.6,208.2,27.4,7.0,53.4,304.8
2024-01-03T19:00:00,1,2,19,9.5,47.3,2.9,138.4,1018.7,0.0,313,168.7,274.5,44.2,9.4,32.8,560.6
2024-01-03T20:00:00,1,2,20,12.4,59.9,3.7,83.0,1025.4,0.0,278,140.6,217.3,23.8,21.7,32.2,468.1
2024-01-03T21:00:00,1,2,21,15.6,49.3,0.9,293.7,1019.4,0.0,342,160.3,273.4,30.5,24.8,17.5,364.4
2024-01-03T22:00:00,1,2,22,12.7,58.3,4.6,31.3,1024.0,0.0,199,98.4,162.1,17.5,6.6,36.8,295.2
2024-01-03T23:00:00,1,2,23,12.0,66.9,9.3,296.9,1016.4,0.0,258,104.1,199.3,41.2,15.4,57.8,425.9
2024-01-04T00:00:00,1,3,0,9.1,60.1,5.7,222.7,1021.5,0.0,263,109.7,199.7,25.3,18.2,40.4,429.3
2024-01-04T01:00:00,1,3,1,7.5,55.5,0.5,228.2,1020.2,0.0,316,158.7,266.4,55.7,12.8,36.9,452.7
2024-01-04T02:00:00,1,3,2,5.9,56.9,5.7,24.2,1014.9,0.0,285,102.4,195.5,50.5,22.3,22.0,441.7
2024-01-04T03:00:00,1,3,3,10.9,54.3,1.6,98.5,1023.6,0.0,278,106.4,197.5,41.5,9.2,15.8,245.3
2024-01-04T04:00:00,1,3,4,3.8,63.7,4.6,151.1,1017.7,0.0,253,138.3,219.5,42.9,8.6,32.8,256.3
2024-01-04T05:00:00,1,3,5,3.9,69.4,2.8,348.5,1021.4,0.0,292,147.2,278.4,45.6,16.8,41.2,271.9
2024-01-04T06:00:00,1,3,6,12.5,62.1,2.8,42.2,1022.3,0.0,230,89.7,147.5,19.9,12.6,59.6,245.9
2024-01-04T07:00:00,1,3,7,10.9,36.1,1.9,216.0,1010.7,0.0,346,175.1,232.4,44.3,9.1,36.6,360.5
2024-01-04T08:00:00,1,3,8,12.0,43.4,6.8,201.5,1020.6,0.79,264,110.9,146.8,23.2,11.6,39.3,246.2
2024-01-04T09:00:00,1,3,9,14.5,61.2,1.8,37.6,1016.7,0.0,357,187.1,336.8,57.2,14.4,35.0,576.5
2024-01-04T10:00:00,1,3,10,12.3,64.5,2.5,231.7,1022.0,0.0,304,110.1,162.1,29.2,22.0,37.7,309.8
2024-01-04T11:00:00,1,3,11,9.4,49.7,4.5,179.4,1021.4,0.0,232,127.4,252.6,33.6,7.4,49.0,343.4
2024-01-04T12:00:00,1,3,12,22.7,53.9,5.3,153.2,1020.6,0.0,186,92.1,151.1,31.1,13.8,65.1,227.2
2024-01-04T13:00:00,1,3,13,22.0,56.8,4.3,227.4,1014.2,0.0,234,124.4,177.4,24.3,18.3,34.4,229.5
2024-01-04T14:00:00,1,3,14,15.9,54.5,2.6,185.3,1021.2,0.0,248,106.2,210.1,26.2,14.7,43.4,279.0
2024-01-04T15:00:00,1,3,15,16.1,52.3,0.5,298.4,1018.8,0.0,298,146.4,207.5,28.8,6.6,22.2,457.8
2024-01-04T16:00:00,1,3,16,23.0,54.1,3.9,312.6,1021.9,0.0,240,86.7,145.0,41.7,5.4,35.3,221.3
2024-01-04T17:00:00,1,3,17,11.5,59.5,1.5,53.4,1018.0,0.0,322,168.6,272.8,42.4,15.9,38.8,472.3
2024-01-04T18:00:00,1,3,18,9.7,61.4,3.7,159.8,1016.0,0.0,294,152.2,298.5,43.6,14.7,27.3,416.8
2024-01-04T19:00:00,1,3,19,10.9,55.7,3.5,243.5,1019.3,0.0,290,139.3,191.4,42.3,23.2,53.1,246.0
2024-01-04T20:00:00,1,3,20,14.5,52.5,3.9,265.8,1022.3,0.0,279,134.9,251.7,43.6,18.9,28.3,344.7
2024-01-04T21:00:00,1,3,21,12.3,44.7,0.5,250.4,1013.1,0.0,318,135.0,197.0,27.8,17.9,31.5,466.9
2024-01-04T22:00:00,1,3,22,6.4,48.2,3.1,172.5,1021.4,0.0,235,101.0,172.3,31.3,13.3,25.9,367.7
2024-01-04T23:00:00,1,3,23,11.4,58.9,2.5,36.5,1019.7,0.0,289,118.9,221.4,38.7,11.2,27.0,407.6
2024-01-05T00:00:00,1,4,0,5.5,39.1,2.7,245.2,1017.5,0.0,327,121.4,206.1,34.5,25.4,36.1,419.7
2024-01-05T01:00:00,1,4,1,5.6,55.6,4.2,216.6,1018.4,0.0,278,109.1,188.5,33.7,19.6,41.8,472.6
2024-01-05T02:00:00,1,4,2,8.9,48.0,5.0,152.5,1016.3,0.0,267,117.6,201.1,25.8,17.1,30.8,444.0
2024-01-05T03:00:00,1,4,3,10.1,71.2,0.5,140.7,1018.8,0.0,323,121.9,217.7,38.9,14.8,34.1,490.2
2024-01-05T04:00:00,1,4,4,7.8,49.7,0.5,28.6,1019.7,0.0,308,129.7,174.9,40.6,7.4,28.2,492.9
2024-01-05T05:00:00,1,4,5,9.6,56.1,4.2,116.8,1024.4,0.0,282,139.9,227.4,24.3,15.2,56.9,495.7
2024-01-05T06:00:00,1,4,6,9.5,61.3,0.7,162.1,1018.2,0.0,288,146.6,285.8,29.8,12.7,24.8,274.3
2024-01-05T07:00:00,1,4,7,12.2,62.8,3.2,224.5,1021.7,0.0,316,162.8,300.8,47.7,7.0,38.3,348.6
2024-01-05T08:00:00,1,4,8,10.2,52.6,3.2,110.0,1020.1,0.0,337,152.7,296.8,43.7,26.8,21.7,556.5
2024-01-05T09:00:00,1,4,9,10.9,66.7,4.4,109.7,1019.8,0.0,273,133.5,205.9,48.5,16.0,34.6,442.9
2024-01-05T10:00:00,1,4,10,18.2,52.0,1.4,180.9,1019.6,0.0,318,115.6,152.4,29.7,24.7,24.6,429.2
2024-01-05T11:00:00,1,4,11,7.5,48.5,0.5,38.0,1018.9,0.0,303,145.5,204.6,26.1,20.3,22.9,381.7
2024-01-05T12:00:00,1,4,12,18.6,50.9,2.1,36.4,1015.9,0.0,248,136.2,254.7,35.1,9.5,32.9,353.1
2024-01-05T13:00:00,1,4,13,17.4,52.9,2.7,70.1,1021.0,0.0,273,135.6,249.3,22.1,12.3,35.0,349.8
2024-01-05T14:00:00,1,4,14,22.2,47.0,3.3,77.5,1014.6,0.55,224,83.3,140.3,28.1,15.8,47.9,201.2
2024-01-05T15:00:00,1,4,15,18.9,46.2,2.6,135.3,1023.1,0.0,277,146.4,288.2,44.0,10.8,35.7,412.2
2024-01-05T16:00:00,1,4,16,21.7,50.1,8.4,237.4,1016.2,0.0,232,84.3,140.2,22.0,14.9,57.1,304.4
2024-01-05T17:00:00,1,4,17,11.1,56.8,0.5,125.9,1015.1,0.0,322,123.9,169.6,47.0,21.2,39.6,342.9
2024-01-05T18:00:00,1,4,18,14.5,47.4,0.5,74.0,1022.5,0.0,341,163.3,272.8,28.7,26.6,38.3,545.2
2024-01-05T19:00:00,1,4,19,12.1,57.7,6.8,292.2,1019.5,0.0,256,137.1,199.8,30.0,11.8,31.1,317.3
2024-01-05T20:00:00,1,4,20,11.4,52.2,3.8,102.9,1020.4,0.0,294,147.3,239.0,48.3,18.7,39.3,463.5
2024-01-05T21:00:00,1,4,21,12.5,42.0,4.0,294.4,1016.0,0.0,313,155.4,261.0,43.5,15.8,35.2,343.5
2024-01-05T22:00:00,1,4,22,13.9,58.8,6.2,57.6,1020.0,0.0,213,108.6,156.7,28.9,13.6,34.5,301.6
2024-01-05T23:00:00,1,4,23,15.0,48.9,2.7,274.0,1018.0,0.0,277,150.0,233.7,31.2,8.0,44.3,306.3
2024-01-06T00:00:00,1,5,0,11.3,51.0,3.6,140.9,1020.8,0.0,268,136.4,186.2,37.2,13.1,51.2,386.5
2024-01-06T01:00:00,1,5,1,10.9,75.1,8.2,243.5,1021.6,0.0,262,117.8,159.5,22.5,10.5,33.5,415.2
2024-01-06T02:00:00,1,5,2,7.2,69.8,0.5,118.1,1017.4,0.0,326,153.1,277.9,58.6,24.8,32.7,470.3
2024-01-06T03:00:00,1,5,3,10.1,60.8,2.4,302.3,1015.1,0.0,324,125.4,194.7,36.8,7.0,49.5,267.0
2024-01-06T04:00:00,1,5,4,7.4,37.3,3.8,93.3,1017.6,0.0,295,130.3,213.4,27.5,7.3,31.1,450.7
2024-01-06T05:00:00,1,5,5,11.2,50.4,1.5,219.7,1019.4,0.0,320,173.2,233.6,27.4,11.8,46.7,339.7
2024-01-06T06:00:00,1,5,6,11.4,58.7,5.3,161.9,1015.6,0.0,215,76.7,103.1,36.7,6.1,35.3,286.5
2024-01-06T07:00:00,1,5,7,13.8,52.2,3.2,337.3,1019.5,0.0,285,141.4,281.0,30.1,16.9,31.9,284.5
2024-01-06T08:00:00,1,5,8,13.2,54.6,0.5,41.1,1021.5,0.0,334,173.7,294.1,44.2,9.0,25.2,554.5
2024-01-06T09:00:00,1,5,9,12.4,51.3,0.9,165.0,1018.3,0.0,350,154.9,246.0,50.8,18.5,41.0,301.8
2024-01-06T10:00:00,1,5,10,11.5,68.7,1.4,59.3,1015.6,0.0,337,131.8,252.3,56.6,24.3,49.3,350.1
2024-01-06T11:00:00,1,5,11,14.2,54.2,2.5,38.0,1027.6,0.0,248,125.3,247.4,24.9,12.7,51.6,269.6
2024-01-06T12:00:00,1,5,12,24.7,65.8,1.9,329.4,1021.8,0.0,280,142.4,216.7,46.4,20.8,29.1,301.5
2024-01-06T13:00:00,1,5,13,19.2,51.0,0.6,158.5,1019.3,0.0,294,159.8,254.4,52.5,17.7,50.6,421.8
2024-01-06T14:00:00,1,5,14,19.5,64.9,6.0,259.0,1025.8,0.0,208,80.6,153.2,33.7,10.9,39.8,314.1
2024-01-06T15:00:00,1,5,15,23.3,53.8,0.5,177.9,1016.2,0.0,260,128.0,240.5,23.4,8.9,34.2,244.9
2024-01-06T16:00:00,1,5,16,24.0,51.8,6.0,126.9,1022.6,0.0,216,103.0,143.0,31.9,8.5,42.5,321.0
2024-01-06T17:00:00,1,5,17,12.7,52.4,4.5,100.5,1016.6,0.0,277,113.9,165.0,23.1,10.6,57.2,402.5
2024-01-06T18:00:00,1,5,18,12.9,59.9,4.6,93.7,1021.3,0.0,305,113.5,183.1,38.4,21.9,54.6,410.7
2024-01-06T19:00:00,1,5,19,10.7,54.1,3.8,100.8,1018.6,0.0,298,149.2,278.1,24.4,23.2,33.6,454.9
2024-01-06T20:00:00,1,5,20,10.7,63.1,3.9,34.8,1023.5,0.0,288,118.2,203.1,31.6,10.9,33.9,444.4
2024-01-06T21:00:00,1,5,21,14.4,72.1,2.7,286.0,1017.5,0.0,300,108.8,204.8,42.0,8.1,47.6,268.2
2024-01-06T22:00:00,1,5,22,14.4,60.0,3.5,186.3,1021.0,0.0,247,124.7,214.6,41.8,11.5,21.9,347.6
2024-01-06T23:00:00,1,5,23,16.1,62.4,3.2,37.5,1013.2,0.0,324,175.0,301.1,50.0,16.3,32.3,464.6
2024-01-07T00:00:00,1,6,0,5.1,41.8,1.5,50.4,1017.9,0.0,279,131.7,197.1,28.1,14.2,36.8,224.7
2024-01-07T01:00:00,1,6,1,6.2,47.5,3.8,184.6,1022.0,0.0,269,98.8,171.2,24.6,11.0,45.2,351.7
2024-01-07T02:00:00,1,6,2,11.8,54.4,1.2,151.9,1013.5,0.0,323,152.3,231.0,52.4,25.0,39.2,523.6
2024-01-07T03:00:00,1,6,3,5.8,56.5,7.0,41.2,1020.7,0.0,212,79.3,126.4,32.9,5.1,35.8,186.6
2024-01-07T04:00:00,1,6,4,7.4,59.4,0.5,213.7,1022.2,2.02,290,152.2,274.9,26.7,21.5,44.4,251.3
2024-01-07T05:00:00,1,6,5,2.8,48.5,9.7,15.7,1016.5,0.0,226,112.1,196.8,37.2,13.9,49.2,278.0
2024-01-07T06:00:00,1,6,6,9.6,44.1,2.3,287.4,1022.3,0.0,236,110.1,171.7,33.1,14.7,34.2,351.3
2024-01-07T07:00:00,1,6,7,11.4,42.9,0.6,9.2,1016.7,0.0,318,115.9,183.8,35.3,19.3,46.7,447.0
2024-01-07T08:00:00,1,6,8,16.7,50.4,2.9,9.9,1014.6,0.0,309,110.6,146.1,36.7,9.1,39.4,254.4
2024-01-07T09:00:00,1,6,9,7.5,51.5,2.8,319.8,1018.7,0.0,299,125.0,209.9,28.5,15.9,21.2,401.2
2024-01-07T10:00:00,1,6,10,11.5,67.3,0.5,70.1,1015.4,0.0,333,180.9,305.8,38.2,18.3,24.7,312.8
2024-01-07T11:00:00,1,6,11,11.5,78.3,3.7,205.0,1020.7,0.0,239,85.5,139.7,32.1,8.0,28.1,421.6
2024-01-07T12:00:00,1,6,12,20.7,72.7,2.1,285.9,1018.8,0.0,272,148.6,243.4,45.2,15.0,26.5,319.7
2024-01-07T13:00:00,1,6,13,21.6,47.7,3.6,177.2,1010.7,0.0,255,128.2,218.2,44.8,8.2,36.2,231.9
2024-01-07T14:00:00,1,6,14,22.9,53.0,2.7,183.8,1021.0,0.0,295,145.9,260.4,27.6,11.2,34.0,341.8
2024-01-07T15:00:00,1,6,15,17.8,48.2,1.7,5.2,1020.6,0.0,283,107.1,195.8,44.4,16.8,44.5,443.2
2024-01-07T16:00:00,1,6,16,18.1,57.1,0.9,146.7,1017.9,0.0,283,105.3,196.5,49.5,6.9,31.9,496.7
2024-01-07T17:00:00,1,6,17,10.8,52.8,6.6,254.6,1018.0,0.0,265,108.4,158.6,28.6,18.1,31.7,458.2
2024-01-07T18:00:00,1,6,18,11.3,61.3,0.5,230.6,1017.6,0.0,306,146.7,203.4,51.7,15.4,47.6,382.3
2024-01-07T19:00:00,1,6,19,10.4,56.9,0.5,257.0,1020.3,0.0,339,153.9,215.5,53.4,12.3,46.6,439.6
2024-01-07T20:00:00,1,6,20,12.8,45.5,1.4,99.4,1018.0,0.0,304,112.6,174.8,32.5,21.5,46.9,338.5
2024-01-07T21:00:00,1,6,21,11.6,64.4,2.4,347.1,1020.3,0.0,317,135.5,236.2,47.7,6.4,54.5,306.5
2024-01-07T22:00:00,1,6,22,12.5,55.7,0.5,37.9,1021.2,0.0,280,118.2,232.8,36.4,12.9,39.0,352.2
2024-01-07T23:00:00,1,6,23,8.5,40.8,6.1,306.1,1017.0,0.0,243,127.8,185.5,35.9,13.7,61.6,266.2
2024-01-08T00:00:00,1,0,0,10.2,63.1,5.7,142.2,1013.9,0.0,255,103.9,161.8,21.9,6.8,38.1,335.5
2024-01-08T01:00:00,1,0,1,3.2,43.7,2.5,145.5,1010.1,0.0,291,128.9,254.4,38.4,17.6,36.9,323.6
2024-01-08T02:00:00,1,0,2,7.3,70.5,2.4,95.6,1018.6,0.69,297,124.6,194.4,23.8,11.3,51.7,429.6
2024-01-08T03:00:00,1,0,3,7.4,57.4,2.4,143.3,1022.5,0.0,305,152.3,248.6,26.2,23.6,19.2,531.5
2024-01-08T04:00:00,1,0,4,7.1,57.3,0.5,70.5,1016.2,0.0,345,160.7,225.4,55.6,20.1,38.0,409.9
2024-01-08T05:00:00,1,0,5,5.0,42.4,2.4,169.2,1019.4,0.0,296,112.3,146.6,42.4,13.9,37.8,276.5
2024-01-08T06:00:00,1,0,6,8.0,56.8,8.1,27.4,1018.0,0.0,226,103.8,166.4,19.1,6.8,55.6,281.5
2024-01-08T07:00:00,1,0,7,10.9,60.9,0.5,157.3,1019.4,0.0,339,185.2,265.4,54.0,25.2,26.3,591.1
2024-01-08T08:00:00,1,0,8,13.1,55.2,1.4,171.7,1019.5,0.0,355,171.6,242.6,48.5,23.5,18.7,461.1
2024-01-08T09:00:00,1,0,9,8.9,61.0,5.2,262.4,1016.6,0.0,268,119.6,210.9,24.6,10.0,37.9,321.0
2024-01-08T10:00:00,1,0,10,10.4,68.2,6.5,330.6,1016.2,0.0,262,133.0,196.2,35.7,10.9,49.1,381.6
2024-01-08T11:00:00,1,0,11,12.0,45.5,2.0,342.2,1020.1,0.0,285,129.2,236.6,30.9,11.7,21.6,482.8
2024-01-08T12:00:00,1,0,12,19.5,64.2,2.7,179.1,1022.5,0.0,249,103.7,196.8,25.1,6.0,43.7,216.4
2024-01-08T13:00:00,1,0,13,13.5,57.0,4.1,119.6,1019.2,0.0,261,99.3,189.9,35.0,9.6,51.0,319.8
2024-01-08T14:00:00,1,0,14,20.9,50.1,1.3,350.3,1018.1,0.0,241,95.5,124.2,36.9,18.8,29.9,246.9
2024-01-08T15:00:00,1,0,15,21.7,59.6,0.5,117.1,1016.0,0.0,278,117.9,227.8,44.7,22.0,42.4,432.1
2024-01-08T16:00:00,1,0,16,24.3,64.8,3.2,255.4,1015.6,0.0,251,135.7,180.4,26.7,14.1,53.9,275.2
2024-01-08T17:00:00,1,0,17,11.0,57.5,8.0,132.9,1027.3,0.0,280,138.0,224.0,48.2,17.3,46.5,428.1
2024-01-08T18:00:00,1,0,18,14.1,48.8,1.6,120.8,1014.7,0.0,335,166.0,281.0,58.5,16.7,41.0,395.5
2024-01-08T19:00:00,1,0,19,13.7,63.5,2.3,302.0,1017.8,2.43,267,106.0,190.1,43.2,14.1,43.2,471.8
2024-01-08T20:00:00,1,0,20,16.5,55.4,2.4,288.0,1018.8,0.0,284,148.5,209.5,31.5,10.6,34.5,474.7
2024-01-08T21:00:00,1,0,21,10.4,62.7,5.8,299.8,1023.8,0.0,276,112.5,170.4,31.8,15.8,31.5,313.0
2024-01-08T22:00:00,1,0,22,10.3,53.5,1.2,155.8,1020.8,0.0,272,115.5,226.6,39.2,16.4,36.6,389.6
2024-01-08T23:00:00,1,0,23,15.8,50.1,2.3,99.5,1016.4,0.0,273,148.5,204.9,32.9,17.5,38.9,410.7
2024-01-09T00:00:00,1,1,0,4.2,38.4,0.9,173.9,1016.0,0.0,328,178.3,307.2,28.8,8.0,20.9,574.5
2024-01-09T01:00:00,1,1,1,7.5,46.9,6.7,96.3,1021.7,6.71,183,89.9,155.3,20.4,6.6,33.9,255.8
2024-01-09T02:00:00,1,1,2,8.4,58.4,4.0,252.4,1014.0,0.0,283,132.0,195.1,35.4,21.9,36.9,339.3
2024-01-09T03:00:00,1,1,3,8.4,44.8,2.9,33.3,1017.5,0.0,296,118.9,190.8,45.1,6.1,44.6,411.3
2024-01-09T04:00:00,1,1,4,3.8,61.9,1.7,71.7,1018.8,0.0,297,120.0,176.8,25.6,14.1,29.3,455.2
2024-01-09T05:00:00,1,1,5,5.5,57.4,4.2,335.8,1019.4,0.0,285,142.1,258.1,37.7,6.9,24.8,333.8
